"amount_per_transaction","customer_id","cust_avg_payment"
"4.99","7","4.596061"
"4.99","7","4.596061"
"3.99","7","4.596061"
"7.99","7","4.596061"
"8.99","7","4.596061"
"2.99","7","4.596061"
"2.99","7","4.596061"
"2.99","7","4.596061"
"0.99","7","4.596061"
"5.99","7","4.596061"
"4.99","10","3.990000"
"4.99","10","3.990000"
"4.99","10","3.990000"
"3.99","10","3.990000"
"0.99","10","3.990000"
"0.99","10","3.990000"
"3.99","10","3.990000"
"4.99","10","3.990000"
"1.99","10","3.990000"
"7.99","10","3.990000"
"2.99","10","3.990000"
"0.99","10","3.990000"
"2.99","10","3.990000"
"2.99","10","3.990000"
"6.99","10","3.990000"
"4.99","10","3.990000"
"4.99","10","3.990000"
"8.99","10","3.990000"
"2.99","10","3.990000"
"0.99","10","3.990000"
"2.99","10","3.990000"
"2.99","10","3.990000"
"4.99","10","3.990000"
"2.99","10","3.990000"
"5.99","10","3.990000"
"4.99","12","3.704286"
"4.99","12","3.704286"
"5.99","12","3.704286"
"5.99","12","3.704286"
"5.99","12","3.704286"
"4.99","12","3.704286"
"2.99","12","3.704286"
"0.99","12","3.704286"
"3.99","12","3.704286"
"0.99","12","3.704286"
"0.99","12","3.704286"
"0.99","12","3.704286"
"3.99","12","3.704286"
"2.99","12","3.704286"
"0.99","12","3.704286"
"0.99","12","3.704286"
"0.99","12","3.704286"
"4.99","12","3.704286"
"5.99","12","3.704286"
"5.99","12","3.704286"
"5.99","12","3.704286"
"10.99","12","3.704286"
"0.99","12","3.704286"
"4.99","12","3.704286"
"0.99","12","3.704286"
"2.99","12","3.704286"
"4.99","12","3.704286"
"0.99","12","3.704286"
"2.99","15","4.208750"
"5.99","15","4.208750"
"0.99","15","4.208750"
"7.99","15","4.208750"
"5.99","15","4.208750"
"2.99","15","4.208750"
"2.99","15","4.208750"
"4.99","15","4.208750"
"0.99","15","4.208750"
"6.99","15","4.208750"
"4.99","15","4.208750"
"2.99","15","4.208750"
"2.99","15","4.208750"
"2.99","15","4.208750"
"2.99","15","4.208750"
"2.99","15","4.208750"
"7.99","15","4.208750"
"2.99","15","4.208750"
"2.99","15","4.208750"
"2.99","15","4.208750"
"8.99","15","4.208750"
"5.99","15","4.208750"
"5.99","15","4.208750"
"4.99","15","4.208750"
"3.99","15","4.208750"
"0.99","15","4.208750"
"4.99","15","4.208750"
"8.99","15","4.208750"
"0.99","15","4.208750"
"4.99","15","4.208750"
"3.98","15","4.208750"
"0.00","15","4.208750"
"2.99","17","4.704286"
"2.99","17","4.704286"
"4.99","17","4.704286"
"5.99","17","4.704286"
"8.99","17","4.704286"
"5.99","17","4.704286"
"3.99","17","4.704286"
"3.99","17","4.704286"
"1.99","17","4.704286"
"8.99","17","4.704286"
"2.99","17","4.704286"
"8.99","17","4.704286"
"2.99","17","4.704286"
"8.99","17","4.704286"
"0.99","17","4.704286"
"4.99","17","4.704286"
"2.99","17","4.704286"
"2.99","17","4.704286"
"2.99","17","4.704286"
"2.99","17","4.704286"
"5.99","17","4.704286"
"0.99","19","5.240000"
"9.99","19","5.240000"
"6.99","19","5.240000"
"2.99","19","5.240000"
"2.99","19","5.240000"
"2.99","19","5.240000"
"2.99","19","5.240000"
"2.99","19","5.240000"
"2.99","19","5.240000"
"4.99","19","5.240000"
"4.99","19","5.240000"
"5.99","19","5.240000"
"0.99","19","5.240000"
"9.99","19","5.240000"
"7.99","19","5.240000"
"8.99","19","5.240000"
"5.99","19","5.240000"
"9.99","19","5.240000"
"2.99","19","5.240000"
"8.99","19","5.240000"
"8.99","19","5.240000"
"4.99","19","5.240000"
"2.99","19","5.240000"
"0.99","19","5.240000"
"3.99","21","4.447143"
"3.99","21","4.447143"
"0.99","21","4.447143"
"7.99","21","4.447143"
"4.99","21","4.447143"
"2.99","21","4.447143"
"4.99","21","4.447143"
"10.99","21","4.447143"
"4.99","21","4.447143"
"3.99","21","4.447143"
"2.99","21","4.447143"
"1.99","21","4.447143"
"0.99","21","4.447143"
"6.99","21","4.447143"
"2.99","21","4.447143"
"0.99","21","4.447143"
"5.99","21","4.447143"
"4.99","21","4.447143"
"0.99","21","4.447143"
"0.99","21","4.447143"
"0.99","21","4.447143"
"2.99","21","4.447143"
"4.99","21","4.447143"
"6.99","21","4.447143"
"2.99","21","4.447143"
"4.99","21","4.447143"
"4.99","21","4.447143"
"8.99","21","4.447143"
"9.99","21","4.447143"
"4.99","21","4.447143"
"8.99","21","4.447143"
"2.99","21","4.447143"
"2.99","21","4.447143"
"4.99","21","4.447143"
"2.99","21","4.447143"
"4.99","22","5.171818"
"4.99","22","5.171818"
"8.99","22","5.171818"
"2.99","22","5.171818"
"2.99","22","5.171818"
"6.99","22","5.171818"
"2.99","22","5.171818"
"4.99","22","5.171818"
"7.99","22","5.171818"
"0.99","22","5.171818"
"4.99","22","5.171818"
"5.99","22","5.171818"
"2.99","22","5.171818"
"0.99","22","5.171818"
"9.99","22","5.171818"
"2.99","22","5.171818"
"6.99","22","5.171818"
"7.99","22","5.171818"
"6.99","22","5.171818"
"4.99","22","5.171818"
"4.99","22","5.171818"
"4.99","22","5.171818"
"7.99","25","3.990000"
"2.99","25","3.990000"
"4.99","25","3.990000"
"2.99","25","3.990000"
"6.99","25","3.990000"
"8.99","25","3.990000"
"4.99","25","3.990000"
"4.99","25","3.990000"
"2.99","25","3.990000"
"0.99","25","3.990000"
"2.99","25","3.990000"
"2.99","25","3.990000"
"4.99","25","3.990000"
"2.99","25","3.990000"
"2.99","25","3.990000"
"0.99","25","3.990000"
"8.99","25","3.990000"
"2.99","25","3.990000"
"2.99","25","3.990000"
"2.99","25","3.990000"
"5.99","25","3.990000"
"2.99","25","3.990000"
"2.99","25","3.990000"
"0.99","25","3.990000"
"0.99","25","3.990000"
"4.99","25","3.990000"
"4.99","25","3.990000"
"0.99","25","3.990000"
"5.99","25","3.990000"
"2.99","28","3.490000"
"2.99","28","3.490000"
"2.99","28","3.490000"
"4.99","28","3.490000"
"3.99","28","3.490000"
"0.99","28","3.490000"
"0.99","28","3.490000"
"0.99","28","3.490000"
"0.99","28","3.490000"
"4.99","28","3.490000"
"2.99","28","3.490000"
"5.99","28","3.490000"
"0.99","28","3.490000"
"0.99","28","3.490000"
"9.99","28","3.490000"
"4.99","28","3.490000"
"2.99","28","3.490000"
"2.99","28","3.490000"
"4.99","28","3.490000"
"4.99","28","3.490000"
"2.99","28","3.490000"
"6.99","28","3.490000"
"2.99","28","3.490000"
"3.99","28","3.490000"
"2.99","28","3.490000"
"0.99","28","3.490000"
"2.99","28","3.490000"
"4.99","28","3.490000"
"2.99","28","3.490000"
"4.99","28","3.490000"
"2.99","28","3.490000"
"2.99","28","3.490000"
"1.99","30","3.637059"
"2.99","30","3.637059"
"4.99","30","3.637059"
"2.99","30","3.637059"
"4.99","30","3.637059"
"2.99","30","3.637059"
"2.99","30","3.637059"
"5.99","30","3.637059"
"9.99","30","3.637059"
"0.99","30","3.637059"
"7.99","30","3.637059"
"0.99","30","3.637059"
"2.99","30","3.637059"
"2.99","30","3.637059"
"4.99","30","3.637059"
"4.99","30","3.637059"
"4.99","30","3.637059"
"4.99","30","3.637059"
"2.99","30","3.637059"
"2.99","30","3.637059"
"0.99","30","3.637059"
"0.99","30","3.637059"
"2.99","30","3.637059"
"6.99","30","3.637059"
"2.99","30","3.637059"
"2.99","30","3.637059"
"0.99","30","3.637059"
"0.99","30","3.637059"
"4.99","30","3.637059"
"0.99","30","3.637059"
"2.99","30","3.637059"
"4.99","30","3.637059"
"4.99","30","3.637059"
"2.99","30","3.637059"
"4.99","32","4.403793"
"4.99","32","4.403793"
"4.99","32","4.403793"
"6.99","32","4.403793"
"0.99","32","4.403793"
"5.99","32","4.403793"
"1.99","32","4.403793"
"2.99","32","4.403793"
"2.99","32","4.403793"
"2.99","32","4.403793"
"0.99","32","4.403793"
"9.99","32","4.403793"
"0.99","32","4.403793"
"2.99","32","4.403793"
"3.99","32","4.403793"
"2.99","32","4.403793"
"6.99","32","4.403793"
"5.99","32","4.403793"
"2.99","32","4.403793"
"5.99","32","4.403793"
"2.99","32","4.403793"
"2.99","32","4.403793"
"4.99","32","4.403793"
"4.99","32","4.403793"
"9.99","32","4.403793"
"8.99","32","4.403793"
"1.99","32","4.403793"
"0.99","32","4.403793"
"5.99","32","4.403793"
"0.99","37","4.163913"
"2.99","37","4.163913"
"4.99","37","4.163913"
"1.99","37","4.163913"
"3.99","37","4.163913"
"7.99","37","4.163913"
"5.99","37","4.163913"
"5.99","37","4.163913"
"0.99","37","4.163913"
"9.99","37","4.163913"
"5.99","37","4.163913"
"2.99","37","4.163913"
"3.99","37","4.163913"
"7.99","37","4.163913"
"4.99","37","4.163913"
"0.99","37","4.163913"
"3.99","37","4.163913"
"8.99","37","4.163913"
"0.99","37","4.163913"
"2.99","37","4.163913"
"3.99","37","4.163913"
"0.99","37","4.163913"
"0.99","37","4.163913"
"2.99","38","3.754706"
"1.99","38","3.754706"
"1.99","38","3.754706"
"4.99","38","3.754706"
"3.99","38","3.754706"
"5.99","38","3.754706"
"1.99","38","3.754706"
"4.99","38","3.754706"
"4.99","38","3.754706"
"2.99","38","3.754706"
"2.99","38","3.754706"
"2.99","38","3.754706"
"5.99","38","3.754706"
"0.99","38","3.754706"
"4.99","38","3.754706"
"5.99","38","3.754706"
"5.99","38","3.754706"
"0.99","38","3.754706"
"3.99","38","3.754706"
"0.99","38","3.754706"
"0.99","38","3.754706"
"4.99","38","3.754706"
"2.99","38","3.754706"
"6.99","38","3.754706"
"3.99","38","3.754706"
"2.99","38","3.754706"
"4.99","38","3.754706"
"0.99","38","3.754706"
"1.99","38","3.754706"
"4.99","38","3.754706"
"2.99","38","3.754706"
"6.99","38","3.754706"
"2.99","38","3.754706"
"5.99","38","3.754706"
"5.99","39","4.886552"
"4.99","39","4.886552"
"0.99","39","4.886552"
"4.99","39","4.886552"
"4.99","39","4.886552"
"4.99","39","4.886552"
"5.99","39","4.886552"
"8.99","39","4.886552"
"6.99","39","4.886552"
"7.99","39","4.886552"
"4.99","39","4.886552"
"2.99","39","4.886552"
"2.99","39","4.886552"
"6.99","39","4.886552"
"1.99","39","4.886552"
"7.99","39","4.886552"
"2.99","39","4.886552"
"1.99","39","4.886552"
"4.99","39","4.886552"
"4.99","39","4.886552"
"0.99","39","4.886552"
"4.99","39","4.886552"
"4.99","39","4.886552"
"0.99","39","4.886552"
"9.99","39","4.886552"
"0.99","39","4.886552"
"4.99","39","4.886552"
"7.99","39","4.886552"
"5.99","39","4.886552"
"4.99","41","4.750000"
"7.99","41","4.750000"
"2.99","41","4.750000"
"9.99","41","4.750000"
"4.99","41","4.750000"
"2.99","41","4.750000"
"4.99","41","4.750000"
"4.99","41","4.750000"
"1.99","41","4.750000"
"6.99","41","4.750000"
"0.99","41","4.750000"
"6.99","41","4.750000"
"2.99","41","4.750000"
"2.99","41","4.750000"
"5.99","41","4.750000"
"2.99","41","4.750000"
"7.99","41","4.750000"
"4.99","41","4.750000"
"5.99","41","4.750000"
"2.99","41","4.750000"
"3.99","41","4.750000"
"0.99","41","4.750000"
"7.99","41","4.750000"
"4.99","41","4.750000"
"2.99","41","4.750000"
"0.99","44","4.413077"
"4.99","44","4.413077"
"2.99","44","4.413077"
"0.99","44","4.413077"
"2.99","44","4.413077"
"3.99","44","4.413077"
"2.99","44","4.413077"
"3.99","44","4.413077"
"4.99","44","4.413077"
"0.99","44","4.413077"
"9.99","44","4.413077"
"3.99","44","4.413077"
"8.99","44","4.413077"
"6.99","44","4.413077"
"4.99","44","4.413077"
"0.99","44","4.413077"
"6.99","44","4.413077"
"4.99","44","4.413077"
"4.99","44","4.413077"
"2.99","44","4.413077"
"3.99","44","4.413077"
"4.99","44","4.413077"
"6.99","44","4.413077"
"4.99","44","4.413077"
"2.99","44","4.413077"
"4.99","44","4.413077"
"2.99","45","4.730741"
"4.99","45","4.730741"
"2.99","45","4.730741"
"4.99","45","4.730741"
"3.99","45","4.730741"
"0.99","45","4.730741"
"0.99","45","4.730741"
"6.99","45","4.730741"
"7.99","45","4.730741"
"0.99","45","4.730741"
"0.99","45","4.730741"
"2.99","45","4.730741"
"9.99","45","4.730741"
"2.99","45","4.730741"
"3.99","45","4.730741"
"2.99","45","4.730741"
"6.99","45","4.730741"
"8.99","45","4.730741"
"4.99","45","4.730741"
"2.99","45","4.730741"
"3.99","45","4.730741"
"2.99","45","4.730741"
"3.99","45","4.730741"
"4.99","45","4.730741"
"6.99","45","4.730741"
"10.99","45","4.730741"
"7.99","45","4.730741"
"3.99","47","4.944545"
"4.99","47","4.944545"
"6.99","47","4.944545"
"4.99","47","4.944545"
"6.99","47","4.944545"
"5.99","47","4.944545"
"4.99","47","4.944545"
"5.99","47","4.944545"
"0.99","47","4.944545"
"9.99","47","4.944545"
"0.99","47","4.944545"
"3.99","47","4.944545"
"4.99","47","4.944545"
"6.99","47","4.944545"
"3.99","47","4.944545"
"4.99","47","4.944545"
"0.99","47","4.944545"
"5.99","47","4.944545"
"7.99","47","4.944545"
"7.99","47","4.944545"
"0.99","47","4.944545"
"2.99","47","4.944545"
"0.99","48","4.519412"
"2.99","48","4.519412"
"4.99","48","4.519412"
"9.99","48","4.519412"
"0.99","48","4.519412"
"4.99","48","4.519412"
"2.99","48","4.519412"
"6.99","48","4.519412"
"3.99","48","4.519412"
"2.99","48","4.519412"
"6.99","48","4.519412"
"7.99","48","4.519412"
"7.99","48","4.519412"
"2.99","48","4.519412"
"1.99","48","4.519412"
"2.99","48","4.519412"
"3.99","48","4.519412"
"4.99","50","4.847143"
"4.99","50","4.847143"
"4.99","50","4.847143"
"4.99","50","4.847143"
"4.99","50","4.847143"
"2.99","50","4.847143"
"4.99","50","4.847143"
"0.99","50","4.847143"
"2.99","50","4.847143"
"2.99","50","4.847143"
"4.99","50","4.847143"
"4.99","50","4.847143"
"9.99","50","4.847143"
"6.99","50","4.847143"
"0.99","50","4.847143"
"8.99","50","4.847143"
"4.99","50","4.847143"
"0.99","50","4.847143"
"0.99","50","4.847143"
"5.99","50","4.847143"
"0.99","50","4.847143"
"4.99","50","4.847143"
"10.99","50","4.847143"
"2.99","50","4.847143"
"0.99","50","4.847143"
"6.99","50","4.847143"
"4.99","50","4.847143"
"7.99","50","4.847143"
"3.99","50","4.847143"
"6.99","50","4.847143"
"7.99","50","4.847143"
"4.99","50","4.847143"
"2.99","50","4.847143"
"6.99","50","4.847143"
"4.99","50","4.847143"
"4.99","51","4.202121"
"4.99","51","4.202121"
"4.99","51","4.202121"
"1.99","51","4.202121"
"0.99","51","4.202121"
"9.99","51","4.202121"
"2.99","51","4.202121"
"5.99","51","4.202121"
"7.99","51","4.202121"
"4.99","51","4.202121"
"5.99","51","4.202121"
"6.99","51","4.202121"
"5.99","51","4.202121"
"4.99","51","4.202121"
"0.99","51","4.202121"
"0.99","51","4.202121"
"0.99","51","4.202121"
"4.99","51","4.202121"
"2.99","51","4.202121"
"0.99","51","4.202121"
"2.99","51","4.202121"
"4.99","51","4.202121"
"6.99","51","4.202121"
"0.99","51","4.202121"
"4.99","51","4.202121"
"2.99","51","4.202121"
"2.99","51","4.202121"
"0.99","51","4.202121"
"2.99","51","4.202121"
"6.99","51","4.202121"
"4.99","51","4.202121"
"4.99","51","4.202121"
"4.99","51","4.202121"
"0.99","52","3.714138"
"4.99","52","3.714138"
"0.99","52","3.714138"
"2.99","52","3.714138"
"4.99","52","3.714138"
"1.99","52","3.714138"
"0.99","52","3.714138"
"3.99","52","3.714138"
"2.99","52","3.714138"
"7.99","52","3.714138"
"0.99","52","3.714138"
"5.99","52","3.714138"
"4.99","52","3.714138"
"4.99","52","3.714138"
"4.99","52","3.714138"
"3.99","52","3.714138"
"4.99","52","3.714138"
"0.99","52","3.714138"
"0.99","52","3.714138"
"0.99","52","3.714138"
"3.99","52","3.714138"
"2.99","52","3.714138"
"0.99","52","3.714138"
"5.99","52","3.714138"
"2.99","52","3.714138"
"5.99","52","3.714138"
"6.99","52","3.714138"
"5.99","52","3.714138"
"4.99","52","3.714138"
"3.99","53","3.856667"
"2.99","53","3.856667"
"0.99","53","3.856667"
"5.99","53","3.856667"
"9.99","53","3.856667"
"2.99","53","3.856667"
"0.99","53","3.856667"
"2.99","53","3.856667"
"2.99","53","3.856667"
"2.99","53","3.856667"
"0.99","53","3.856667"
"2.99","53","3.856667"
"4.99","53","3.856667"
"2.99","53","3.856667"
"2.99","53","3.856667"
"4.99","53","3.856667"
"4.99","53","3.856667"
"7.99","53","3.856667"
"3.99","53","3.856667"
"5.99","53","3.856667"
"2.99","53","3.856667"
"5.99","53","3.856667"
"2.99","53","3.856667"
"2.99","53","3.856667"
"0.99","53","3.856667"
"5.99","53","3.856667"
"4.99","53","3.856667"
"0.99","53","3.856667"
"7.98","53","3.856667"
"0.00","53","3.856667"
"4.99","54","4.438276"
"4.99","54","4.438276"
"3.99","54","4.438276"
"4.99","54","4.438276"
"2.99","54","4.438276"
"6.99","54","4.438276"
"4.99","54","4.438276"
"4.99","54","4.438276"
"1.99","54","4.438276"
"2.99","54","4.438276"
"2.99","54","4.438276"
"7.99","54","4.438276"
"2.99","54","4.438276"
"0.99","54","4.438276"
"4.99","54","4.438276"
"5.99","54","4.438276"
"5.99","54","4.438276"
"4.99","54","4.438276"
"4.99","54","4.438276"
"2.99","54","4.438276"
"2.99","54","4.438276"
"5.99","54","4.438276"
"4.99","54","4.438276"
"0.99","54","4.438276"
"2.99","54","4.438276"
"0.99","54","4.438276"
"4.99","54","4.438276"
"10.99","54","4.438276"
"4.99","54","4.438276"
"3.99","56","4.523333"
"5.99","56","4.523333"
"2.99","56","4.523333"
"6.99","56","4.523333"
"6.99","56","4.523333"
"0.99","56","4.523333"
"4.99","56","4.523333"
"0.99","56","4.523333"
"7.99","56","4.523333"
"2.99","56","4.523333"
"3.99","56","4.523333"
"4.99","56","4.523333"
"4.99","56","4.523333"
"2.99","56","4.523333"
"7.99","56","4.523333"
"0.99","56","4.523333"
"0.99","56","4.523333"
"6.99","56","4.523333"
"0.99","56","4.523333"
"4.99","56","4.523333"
"5.99","56","4.523333"
"4.99","56","4.523333"
"1.99","56","4.523333"
"4.99","56","4.523333"
"8.99","56","4.523333"
"5.99","56","4.523333"
"3.99","56","4.523333"
"0.99","56","4.523333"
"7.99","56","4.523333"
"4.99","56","4.523333"
"0.99","58","4.286296"
"7.99","58","4.286296"
"0.99","58","4.286296"
"4.99","58","4.286296"
"0.99","58","4.286296"
"0.99","58","4.286296"
"4.99","58","4.286296"
"4.99","58","4.286296"
"1.99","58","4.286296"
"9.99","58","4.286296"
"4.99","58","4.286296"
"0.99","58","4.286296"
"2.99","58","4.286296"
"2.99","58","4.286296"
"4.99","58","4.286296"
"4.99","58","4.286296"
"0.99","58","4.286296"
"6.99","58","4.286296"
"8.99","58","4.286296"
"6.99","58","4.286296"
"3.99","58","4.286296"
"2.99","58","4.286296"
"4.99","58","4.286296"
"5.99","58","4.286296"
"6.99","58","4.286296"
"4.99","58","4.286296"
"0.99","58","4.286296"
"4.99","59","4.952963"
"2.99","59","4.952963"
"5.99","59","4.952963"
"2.99","59","4.952963"
"3.99","59","4.952963"
"3.99","59","4.952963"
"2.99","59","4.952963"
"4.99","59","4.952963"
"4.99","59","4.952963"
"3.99","59","4.952963"
"8.99","59","4.952963"
"3.99","59","4.952963"
"4.99","59","4.952963"
"4.99","59","4.952963"
"4.99","59","4.952963"
"8.99","59","4.952963"
"6.99","59","4.952963"
"4.99","59","4.952963"
"5.99","59","4.952963"
"2.99","59","4.952963"
"2.99","59","4.952963"
"4.99","59","4.952963"
"5.99","59","4.952963"
"5.99","59","4.952963"
"5.99","59","4.952963"
"4.99","59","4.952963"
"2.99","59","4.952963"
"4.99","60","3.950000"
"1.99","60","3.950000"
"2.99","60","3.950000"
"4.99","60","3.950000"
"4.99","60","3.950000"
"2.99","60","3.950000"
"2.99","60","3.950000"
"5.99","60","3.950000"
"0.99","60","3.950000"
"3.99","60","3.950000"
"0.99","60","3.950000"
"4.99","60","3.950000"
"4.99","60","3.950000"
"0.99","60","3.950000"
"4.99","60","3.950000"
"8.99","60","3.950000"
"1.99","60","3.950000"
"7.99","60","3.950000"
"2.99","60","3.950000"
"2.99","60","3.950000"
"5.99","60","3.950000"
"0.99","60","3.950000"
"2.99","60","3.950000"
"9.98","60","3.950000"
"0.00","60","3.950000"
"0.99","62","3.685652"
"4.99","62","3.685652"
"6.99","62","3.685652"
"0.99","62","3.685652"
"0.99","62","3.685652"
"4.99","62","3.685652"
"5.99","62","3.685652"
"0.99","62","3.685652"
"3.99","62","3.685652"
"2.99","62","3.685652"
"4.99","62","3.685652"
"2.99","62","3.685652"
"4.99","62","3.685652"
"0.99","62","3.685652"
"2.99","62","3.685652"
"5.99","62","3.685652"
"0.99","62","3.685652"
"8.99","62","3.685652"
"1.99","62","3.685652"
"2.99","62","3.685652"
"4.99","62","3.685652"
"6.99","62","3.685652"
"0.99","62","3.685652"
"0.99","63","4.510000"
"8.99","63","4.510000"
"4.99","63","4.510000"
"6.99","63","4.510000"
"4.99","63","4.510000"
"4.99","63","4.510000"
"3.99","63","4.510000"
"8.99","63","4.510000"
"5.99","63","4.510000"
"0.99","63","4.510000"
"4.99","63","4.510000"
"3.99","63","4.510000"
"0.99","63","4.510000"
"2.99","63","4.510000"
"0.99","63","4.510000"
"6.99","63","4.510000"
"4.99","63","4.510000"
"2.99","63","4.510000"
"0.99","63","4.510000"
"7.99","63","4.510000"
"0.99","63","4.510000"
"8.99","63","4.510000"
"3.99","63","4.510000"
"5.99","63","4.510000"
"2.99","63","4.510000"
"9.99","67","4.535455"
"2.99","67","4.535455"
"3.99","67","4.535455"
"3.99","67","4.535455"
"0.99","67","4.535455"
"4.99","67","4.535455"
"4.99","67","4.535455"
"2.99","67","4.535455"
"2.99","67","4.535455"
"2.99","67","4.535455"
"5.99","67","4.535455"
"0.99","67","4.535455"
"1.99","67","4.535455"
"7.99","67","4.535455"
"8.99","67","4.535455"
"8.99","67","4.535455"
"4.99","67","4.535455"
"2.99","67","4.535455"
"4.99","67","4.535455"
"2.99","67","4.535455"
"4.99","67","4.535455"
"2.99","67","4.535455"
"5.99","68","4.308182"
"8.99","68","4.308182"
"2.99","68","4.308182"
"4.99","68","4.308182"
"2.99","68","4.308182"
"0.99","68","4.308182"
"4.99","68","4.308182"
"0.99","68","4.308182"
"6.99","68","4.308182"
"3.99","68","4.308182"
"4.99","68","4.308182"
"3.99","68","4.308182"
"3.99","68","4.308182"
"4.99","68","4.308182"
"7.99","68","4.308182"
"2.99","68","4.308182"
"2.99","68","4.308182"
"4.99","68","4.308182"
"0.99","68","4.308182"
"5.99","68","4.308182"
"1.99","68","4.308182"
"4.99","68","4.308182"
"2.99","71","4.323333"
"9.99","71","4.323333"
"2.99","71","4.323333"
"4.99","71","4.323333"
"5.99","71","4.323333"
"4.99","71","4.323333"
"1.99","71","4.323333"
"3.99","71","4.323333"
"8.99","71","4.323333"
"4.99","71","4.323333"
"4.99","71","4.323333"
"0.99","71","4.323333"
"5.99","71","4.323333"
"0.99","71","4.323333"
"4.99","71","4.323333"
"4.99","71","4.323333"
"2.99","71","4.323333"
"2.99","71","4.323333"
"1.99","71","4.323333"
"4.99","71","4.323333"
"3.99","71","4.323333"
"4.99","71","4.323333"
"0.99","71","4.323333"
"4.99","71","4.323333"
"7.99","71","4.323333"
"3.99","71","4.323333"
"4.99","71","4.323333"
"3.99","71","4.323333"
"4.99","71","4.323333"
"0.99","71","4.323333"
"6.99","74","3.841852"
"1.99","74","3.841852"
"0.99","74","3.841852"
"1.99","74","3.841852"
"7.99","74","3.841852"
"3.99","74","3.841852"
"2.99","74","3.841852"
"2.99","74","3.841852"
"4.99","74","3.841852"
"7.99","74","3.841852"
"2.99","74","3.841852"
"6.99","74","3.841852"
"5.99","74","3.841852"
"4.99","74","3.841852"
"3.99","74","3.841852"
"0.99","74","3.841852"
