"amount_above_avg","cust_id","avg_per_customer"
"7.99","41","4.750000"
"9.99","41","4.750000"
"4.99","41","4.750000"
"4.99","41","4.750000"
"4.99","41","4.750000"
"6.99","41","4.750000"
"6.99","41","4.750000"
"5.99","41","4.750000"
"7.99","41","4.750000"
"4.99","41","4.750000"
"5.99","41","4.750000"
"7.99","41","4.750000"
"4.99","41","4.750000"
"4.99","44","4.413077"
"4.99","44","4.413077"
"9.99","44","4.413077"
"8.99","44","4.413077"
"6.99","44","4.413077"
"4.99","44","4.413077"
"6.99","44","4.413077"
"4.99","44","4.413077"
"4.99","44","4.413077"
"4.99","44","4.413077"
"6.99","44","4.413077"
"4.99","44","4.413077"
"4.99","44","4.413077"
"4.99","45","4.730741"
"4.99","45","4.730741"
"6.99","45","4.730741"
"7.99","45","4.730741"
"9.99","45","4.730741"
"6.99","45","4.730741"
"8.99","45","4.730741"
"4.99","45","4.730741"
"4.99","45","4.730741"
"6.99","45","4.730741"
"10.99","45","4.730741"
"7.99","45","4.730741"
"4.99","47","4.944545"
"6.99","47","4.944545"
"4.99","47","4.944545"
"6.99","47","4.944545"
"5.99","47","4.944545"
"4.99","47","4.944545"
"5.99","47","4.944545"
"9.99","47","4.944545"
"4.99","47","4.944545"
"6.99","47","4.944545"
"4.99","47","4.944545"
"5.99","47","4.944545"
"7.99","47","4.944545"
"7.99","47","4.944545"
"4.99","48","4.519412"
"9.99","48","4.519412"
"4.99","48","4.519412"
"6.99","48","4.519412"
"6.99","48","4.519412"
"7.99","48","4.519412"
"7.99","48","4.519412"
"4.99","50","4.847143"
"4.99","50","4.847143"
"4.99","50","4.847143"
"4.99","50","4.847143"
"4.99","50","4.847143"
"4.99","50","4.847143"
"4.99","50","4.847143"
"4.99","50","4.847143"
"9.99","50","4.847143"
"6.99","50","4.847143"
"8.99","50","4.847143"
"4.99","50","4.847143"
"5.99","50","4.847143"
"4.99","50","4.847143"
"10.99","50","4.847143"
"6.99","50","4.847143"
"4.99","50","4.847143"
"7.99","50","4.847143"
"6.99","50","4.847143"
"7.99","50","4.847143"
"4.99","50","4.847143"
"6.99","50","4.847143"
"4.99","50","4.847143"
"4.99","51","4.202121"
"4.99","51","4.202121"
"4.99","51","4.202121"
"9.99","51","4.202121"
"5.99","51","4.202121"
"7.99","51","4.202121"
"4.99","51","4.202121"
"5.99","51","4.202121"
"6.99","51","4.202121"
"5.99","51","4.202121"
"4.99","51","4.202121"
"4.99","51","4.202121"
"4.99","51","4.202121"
"6.99","51","4.202121"
"4.99","51","4.202121"
"6.99","51","4.202121"
"4.99","51","4.202121"
"4.99","51","4.202121"
"4.99","51","4.202121"
"4.99","52","3.714138"
"4.99","52","3.714138"
"3.99","52","3.714138"
"7.99","52","3.714138"
"5.99","52","3.714138"
"4.99","52","3.714138"
"4.99","52","3.714138"
"4.99","52","3.714138"
"3.99","52","3.714138"
"4.99","52","3.714138"
"3.99","52","3.714138"
"5.99","52","3.714138"
"5.99","52","3.714138"
"6.99","52","3.714138"
"5.99","52","3.714138"
"4.99","52","3.714138"
"3.99","53","3.856667"
"5.99","53","3.856667"
"9.99","53","3.856667"
"4.99","53","3.856667"
"4.99","53","3.856667"
"4.99","53","3.856667"
"7.99","53","3.856667"
"3.99","53","3.856667"
"5.99","53","3.856667"
"5.99","53","3.856667"
"5.99","53","3.856667"
"4.99","53","3.856667"
"7.98","53","3.856667"
"4.99","54","4.438276"
"4.99","54","4.438276"
"4.99","54","4.438276"
"6.99","54","4.438276"
"4.99","54","4.438276"
"4.99","54","4.438276"
"7.99","54","4.438276"
"4.99","54","4.438276"
"5.99","54","4.438276"
"5.99","54","4.438276"
"4.99","54","4.438276"
"4.99","54","4.438276"
"5.99","54","4.438276"
"4.99","54","4.438276"
"4.99","54","4.438276"
"10.99","54","4.438276"
"4.99","54","4.438276"
"5.99","56","4.523333"
"6.99","56","4.523333"
"6.99","56","4.523333"
"4.99","56","4.523333"
"7.99","56","4.523333"
"4.99","56","4.523333"
"4.99","56","4.523333"
"7.99","56","4.523333"
"6.99","56","4.523333"
"4.99","56","4.523333"
"5.99","56","4.523333"
"4.99","56","4.523333"
"4.99","56","4.523333"
"8.99","56","4.523333"
"5.99","56","4.523333"
"7.99","56","4.523333"
"4.99","56","4.523333"
"7.99","58","4.286296"
"4.99","58","4.286296"
"4.99","58","4.286296"
"4.99","58","4.286296"
"9.99","58","4.286296"
"4.99","58","4.286296"
"4.99","58","4.286296"
"4.99","58","4.286296"
"6.99","58","4.286296"
"8.99","58","4.286296"
"6.99","58","4.286296"
"4.99","58","4.286296"
"5.99","58","4.286296"
"6.99","58","4.286296"
"4.99","58","4.286296"
"4.99","59","4.952963"
"5.99","59","4.952963"
"4.99","59","4.952963"
"4.99","59","4.952963"
"8.99","59","4.952963"
"4.99","59","4.952963"
"4.99","59","4.952963"
"4.99","59","4.952963"
"8.99","59","4.952963"
"6.99","59","4.952963"
"4.99","59","4.952963"
"5.99","59","4.952963"
"4.99","59","4.952963"
"5.99","59","4.952963"
"5.99","59","4.952963"
"5.99","59","4.952963"
"4.99","59","4.952963"
"4.99","60","3.950000"
"4.99","60","3.950000"
"4.99","60","3.950000"
"5.99","60","3.950000"
"3.99","60","3.950000"
"4.99","60","3.950000"
"4.99","60","3.950000"
"4.99","60","3.950000"
"8.99","60","3.950000"
"7.99","60","3.950000"
"5.99","60","3.950000"
"9.98","60","3.950000"
"4.99","62","3.685652"
"6.99","62","3.685652"
"4.99","62","3.685652"
"5.99","62","3.685652"
"3.99","62","3.685652"
"4.99","62","3.685652"
"4.99","62","3.685652"
"5.99","62","3.685652"
"8.99","62","3.685652"
"4.99","62","3.685652"
"6.99","62","3.685652"
"8.99","63","4.510000"
"4.99","63","4.510000"
"6.99","63","4.510000"
"4.99","63","4.510000"
"4.99","63","4.510000"
"8.99","63","4.510000"
"5.99","63","4.510000"
"4.99","63","4.510000"
"6.99","63","4.510000"
"4.99","63","4.510000"
"7.99","63","4.510000"
"8.99","63","4.510000"
"5.99","63","4.510000"
"9.99","67","4.535455"
"4.99","67","4.535455"
"4.99","67","4.535455"
"5.99","67","4.535455"
"7.99","67","4.535455"
"8.99","67","4.535455"
"8.99","67","4.535455"
"4.99","67","4.535455"
"4.99","67","4.535455"
"4.99","67","4.535455"
"5.99","68","4.308182"
"8.99","68","4.308182"
"4.99","68","4.308182"
"4.99","68","4.308182"
"6.99","68","4.308182"
"4.99","68","4.308182"
"4.99","68","4.308182"
"7.99","68","4.308182"
"4.99","68","4.308182"
"5.99","68","4.308182"
"4.99","68","4.308182"
"9.99","71","4.323333"
"4.99","71","4.323333"
"5.99","71","4.323333"
"4.99","71","4.323333"
"8.99","71","4.323333"
"4.99","71","4.323333"
"4.99","71","4.323333"
"5.99","71","4.323333"
"4.99","71","4.323333"
"4.99","71","4.323333"
"4.99","71","4.323333"
"4.99","71","4.323333"
"4.99","71","4.323333"
"7.99","71","4.323333"
"4.99","71","4.323333"
"4.99","71","4.323333"
"6.99","74","3.841852"
"7.99","74","3.841852"
"3.99","74","3.841852"
"4.99","74","3.841852"
"7.99","74","3.841852"
"6.99","74","3.841852"
"5.99","74","3.841852"
"4.99","74","3.841852"
"3.99","74","3.841852"
"3.99","74","3.841852"
"3.99","74","3.841852"
"5.99","74","3.841852"
"4.99","74","3.841852"
"4.99","74","3.841852"
"4.99","74","3.841852"
"6.99","78","4.570645"
"7.99","78","4.570645"
"4.99","78","4.570645"
"5.99","78","4.570645"
"4.99","78","4.570645"
"4.99","78","4.570645"
"6.99","78","4.570645"
"4.99","78","4.570645"
"5.99","78","4.570645"
"7.99","78","4.570645"
"10.99","78","4.570645"
"8.99","78","4.570645"
"4.99","78","4.570645"
"5.99","78","4.570645"
"5.99","78","4.570645"
"7.99","78","4.570645"
"4.99","79","3.853636"
"4.99","79","3.853636"
"4.99","79","3.853636"
"4.99","79","3.853636"
"4.99","79","3.853636"
"5.99","79","3.853636"
"9.99","79","3.853636"
"6.99","79","3.853636"
"4.99","79","3.853636"
"8.99","80","4.590000"
"4.99","80","4.590000"
"8.99","80","4.590000"
"5.99","80","4.590000"
"4.99","80","4.590000"
"5.99","80","4.590000"
"6.99","80","4.590000"
"5.99","80","4.590000"
"6.99","80","4.590000"
"6.99","80","4.590000"
"8.99","80","4.590000"
"5.99","80","4.590000"
"4.99","80","4.590000"
"4.99","80","4.590000"
"8.99","80","4.590000"
"5.99","80","4.590000"
"5.99","81","4.262727"
"4.99","81","4.262727"
"9.99","81","4.262727"
"4.99","81","4.262727"
"5.99","81","4.262727"
"4.99","81","4.262727"
"5.99","81","4.262727"
"4.99","81","4.262727"
"7.99","81","4.262727"
"5.99","81","4.262727"
"4.99","81","4.262727"
"4.99","81","4.262727"
"8.99","82","5.028462"
"8.99","82","5.028462"
"8.99","82","5.028462"
"6.99","82","5.028462"
"6.99","82","5.028462"
"6.99","82","5.028462"
"9.99","82","5.028462"
"8.99","82","5.028462"
"6.99","82","5.028462"
"5.99","82","5.028462"
"6.99","82","5.028462"
"5.99","83","4.070000"
"5.99","83","4.070000"
"4.99","83","4.070000"
"6.99","83","4.070000"
"6.99","83","4.070000"
"4.99","83","4.070000"
"5.99","83","4.070000"
"4.99","83","4.070000"
"4.99","83","4.070000"
"5.99","83","4.070000"
"4.99","83","4.070000"
"4.99","83","4.070000"
"5.99","83","4.070000"
"4.99","83","4.070000"
"4.99","87","4.856667"
"4.99","87","4.856667"
"4.99","87","4.856667"
"9.99","87","4.856667"
"7.99","87","4.856667"
"4.99","87","4.856667"
"4.99","87","4.856667"
"7.99","87","4.856667"
"5.99","87","4.856667"
"4.99","87","4.856667"
"8.99","87","4.856667"
"4.99","87","4.856667"
"4.99","87","4.856667"
"8.99","87","4.856667"
"5.99","87","4.856667"
"10.99","87","4.856667"
"4.99","87","4.856667"
"4.99","87","4.856667"
"5.99","89","4.208750"
"8.99","89","4.208750"
"7.99","89","4.208750"
"4.99","89","4.208750"
"7.99","89","4.208750"
"4.99","89","4.208750"
"8.99","89","4.208750"
"7.99","89","4.208750"
"7.99","89","4.208750"
"4.99","89","4.208750"
"4.99","89","4.208750"
"4.99","89","4.208750"
"4.99","89","4.208750"
"6.99","93","3.990000"
"4.99","93","3.990000"
"4.99","93","3.990000"
"4.99","93","3.990000"
"4.99","93","3.990000"
"4.99","93","3.990000"
"5.99","93","3.990000"
"4.99","93","3.990000"
"8.99","93","3.990000"
"4.99","93","3.990000"
"4.99","93","3.990000"
"5.99","93","3.990000"
"4.99","94","3.799524"
"4.99","94","3.799524"
"3.99","94","3.799524"
"4.99","94","3.799524"
"8.99","94","3.799524"
"4.99","94","3.799524"
"4.99","94","3.799524"
"4.99","94","3.799524"
"5.99","94","3.799524"
"4.99","94","3.799524"
"4.99","94","3.799524"
"3.99","96","3.915926"
"7.99","96","3.915926"
"5.99","96","3.915926"
"4.99","96","3.915926"
"4.99","96","3.915926"
"4.99","96","3.915926"
"6.99","96","3.915926"
"3.99","96","3.915926"
"4.99","96","3.915926"
"3.99","96","3.915926"
"4.99","96","3.915926"
"4.99","96","3.915926"
"3.99","96","3.915926"
"4.99","96","3.915926"
"4.99","96","3.915926"
"4.99","96","3.915926"
"3.99","96","3.915926"
"4.99","96","3.915926"
"5.99","98","4.270000"
"4.99","98","4.270000"
"4.99","98","4.270000"
"4.99","98","4.270000"
"7.99","98","4.270000"
"4.99","98","4.270000"
"5.99","98","4.270000"
"4.99","98","4.270000"
"5.99","98","4.270000"
"5.99","98","4.270000"
"5.99","98","4.270000"
"7.99","98","4.270000"
"4.99","100","4.281667"
"6.99","100","4.281667"
"5.99","100","4.281667"
"8.99","100","4.281667"
"8.99","100","4.281667"
"6.99","100","4.281667"
"4.99","100","4.281667"
"6.99","100","4.281667"
"4.99","100","4.281667"
"4.99","100","4.281667"
"5.99","100","4.281667"
"4.99","100","4.281667"
"4.99","100","4.281667"
"9.99","101","4.031667"
"5.99","101","4.031667"
"5.99","101","4.031667"
"5.99","101","4.031667"
"8.99","101","4.031667"
"4.99","101","4.031667"
"6.99","101","4.031667"
"6.99","101","4.031667"
"4.99","101","4.031667"
"4.99","101","4.031667"
"4.99","102","4.171818"
"8.99","102","4.171818"
"4.99","102","4.171818"
"6.99","102","4.171818"
"6.99","102","4.171818"
"5.99","102","4.171818"
"4.99","102","4.171818"
"5.99","102","4.171818"
"5.99","102","4.171818"
"6.99","102","4.171818"
"5.99","102","4.171818"
"4.99","102","4.171818"
"4.99","102","4.171818"
"4.99","102","4.171818"
"4.99","102","4.171818"
"9.99","102","4.171818"
"7.99","103","4.731935"
"9.99","103","4.731935"
"4.99","103","4.731935"
"6.99","103","4.731935"
"4.99","103","4.731935"
"6.99","103","4.731935"
"4.99","103","4.731935"
"4.99","103","4.731935"
"5.99","103","4.731935"
"6.99","103","4.731935"
"6.99","103","4.731935"
"4.99","103","4.731935"
"4.99","103","4.731935"
"7.99","103","4.731935"
"4.99","103","4.731935"
"8.99","103","4.731935"
"5.99","103","4.731935"
"5.99","103","4.731935"
"8.99","103","4.731935"
"10.99","104","3.865000"
"3.99","104","3.865000"
"3.99","104","3.865000"
"4.99","104","3.865000"
"6.99","104","3.865000"
"4.99","104","3.865000"
"7.99","104","3.865000"
"3.99","104","3.865000"
"5.99","104","3.865000"
"3.99","104","3.865000"
"4.99","104","3.865000"
"3.99","104","3.865000"
"3.99","104","3.865000"
"8.99","105","4.643846"
"7.99","105","4.643846"
"6.99","105","4.643846"
"4.99","105","4.643846"
"4.99","105","4.643846"
"4.99","105","4.643846"
"4.99","105","4.643846"
"5.99","105","4.643846"
"9.99","105","4.643846"
"4.99","105","4.643846"
"6.99","105","4.643846"
"4.99","105","4.643846"
"4.99","105","4.643846"
"4.99","106","4.381304"
"4.99","106","4.381304"
"4.99","106","4.381304"
"4.99","106","4.381304"
"4.99","106","4.381304"
"7.99","106","4.381304"
"8.99","106","4.381304"
"8.99","106","4.381304"
"7.99","106","4.381304"
"6.99","106","4.381304"
"5.99","107","4.223333"
"5.99","107","4.223333"
"6.99","107","4.223333"
"4.99","107","4.223333"
"6.99","107","4.223333"
"4.99","107","4.223333"
"5.99","107","4.223333"
"6.99","107","4.223333"
"4.99","107","4.223333"
"7.99","107","4.223333"
"4.99","107","4.223333"
"4.99","107","4.223333"
"4.99","107","4.223333"
"6.99","107","4.223333"
"4.99","107","4.223333"
"4.99","108","4.423333"
"4.99","108","4.423333"
"8.99","108","4.423333"
"4.99","108","4.423333"
"4.99","108","4.423333"
"6.99","108","4.423333"
"5.99","108","4.423333"
"4.99","108","4.423333"
"5.99","108","4.423333"
"4.99","108","4.423333"
"4.99","108","4.423333"
"4.99","108","4.423333"
"5.99","108","4.423333"
"6.99","108","4.423333"
"6.99","108","4.423333"
"8.99","108","4.423333"
"4.99","108","4.423333"
"6.99","111","3.759231"
"4.99","111","3.759231"
"3.99","111","3.759231"
"9.99","111","3.759231"
"4.99","111","3.759231"
"4.99","111","3.759231"
"4.99","111","3.759231"
"4.99","111","3.759231"
"3.99","111","3.759231"
"5.99","111","3.759231"
"6.99","111","3.759231"
"6.99","115","3.056667"
"4.99","115","3.056667"
"5.99","115","3.056667"
"6.99","115","3.056667"
"4.99","115","3.056667"
"4.99","115","3.056667"
"4.99","115","3.056667"
"3.99","115","3.056667"
"4.99","115","3.056667"
"6.99","115","3.056667"
"4.99","116","4.138148"
"4.99","116","4.138148"
"4.99","116","4.138148"
"4.99","116","4.138148"
"6.99","116","4.138148"
"4.99","116","4.138148"
"4.99","116","4.138148"
"5.99","116","4.138148"
"6.99","116","4.138148"
"4.99","116","4.138148"
"7.99","116","4.138148"
"6.99","116","4.138148"
"11.99","116","4.138148"
"5.99","117","3.779474"
"9.99","117","3.779474"
"6.99","117","3.779474"
"4.99","117","3.779474"
"3.99","117","3.779474"
"6.99","117","3.779474"
"4.99","117","3.779474"
"5.99","118","3.942381"
"4.99","118","3.942381"
"4.99","118","3.942381"
"4.99","118","3.942381"
"4.99","118","3.942381"
"3.99","118","3.942381"
"7.99","118","3.942381"
"4.99","118","3.942381"
"6.99","118","3.942381"
"5.99","118","3.942381"
"7.99","118","3.942381"
"5.99","119","4.519412"
"6.99","119","4.519412"
"7.99","119","4.519412"
"5.99","119","4.519412"
"8.99","119","4.519412"
"5.99","119","4.519412"
"7.99","119","4.519412"
"4.99","119","4.519412"
"5.99","119","4.519412"
"4.99","119","4.519412"
"4.99","119","4.519412"
"5.99","119","4.519412"
"6.99","119","4.519412"
"4.99","119","4.519412"
"6.99","119","4.519412"
"4.99","119","4.519412"
"6.99","119","4.519412"
"4.99","121","4.220769"
"4.99","121","4.220769"
"6.99","121","4.220769"
"8.99","121","4.220769"
"5.99","121","4.220769"
"8.99","121","4.220769"
"5.99","121","4.220769"
"7.99","121","4.220769"
"4.99","121","4.220769"
"9.99","121","4.220769"
"7.99","121","4.220769"
"4.99","122","3.958750"
"7.99","122","3.958750"
"3.99","122","3.958750"
"4.99","122","3.958750"
"4.99","122","3.958750"
"4.99","122","3.958750"
"7.99","122","3.958750"
"4.99","122","3.958750"
"6.99","122","3.958750"
"7.99","122","3.958750"
"4.99","122","3.958750"
"5.99","122","3.958750"
"4.99","122","3.958750"
"3.99","122","3.958750"
"4.99","122","3.958750"
"4.99","122","3.958750"
"4.99","122","3.958750"
"5.99","122","3.958750"
"4.99","124","4.101111"
"5.99","124","4.101111"
"7.99","124","4.101111"
"6.99","124","4.101111"
"8.99","124","4.101111"
"5.99","124","4.101111"
"4.99","124","4.101111"
"4.99","124","4.101111"
"7.99","125","4.240000"
"4.99","125","4.240000"
"4.99","125","4.240000"
"7.99","125","4.240000"
"6.99","125","4.240000"
"4.99","125","4.240000"
"4.99","125","4.240000"
"9.99","125","4.240000"
"4.99","125","4.240000"
"4.99","125","4.240000"
"7.99","125","4.240000"
"4.99","125","4.240000"
"4.99","125","4.240000"
"4.99","125","4.240000"
"6.99","125","4.240000"
"4.99","126","4.204286"
"4.99","126","4.204286"
"4.99","126","4.204286"
"5.99","126","4.204286"
"4.99","126","4.204286"
"7.99","126","4.204286"
"6.99","126","4.204286"
"6.99","126","4.204286"
"4.99","126","4.204286"
"9.99","126","4.204286"
"4.99","126","4.204286"
"7.99","126","4.204286"
"4.99","126","4.204286"
"7.99","126","4.204286"
"5.99","128","3.990000"
"7.99","128","3.990000"
"5.99","128","3.990000"
"4.99","128","3.990000"
"4.99","128","3.990000"
"6.99","128","3.990000"
"4.99","128","3.990000"
"5.99","128","3.990000"
"5.99","128","3.990000"
"5.99","128","3.990000"
"8.99","128","3.990000"
"8.99","128","3.990000"
"3.99","129","3.666471"
"4.99","129","3.666471"
"4.99","129","3.666471"
"3.99","129","3.666471"
"4.99","129","3.666471"
"4.99","129","3.666471"
"4.99","129","3.666471"
"4.99","129","3.666471"
"7.99","129","3.666471"
"7.99","129","3.666471"
"5.99","129","3.666471"
"4.99","129","3.666471"
"3.99","129","3.666471"
"4.99","129","3.666471"
"10.99","129","3.666471"
"4.99","129","3.666471"
"4.99","129","3.666471"
"6.99","130","3.906667"
"4.99","130","3.906667"
"4.99","130","3.906667"
"3.99","130","3.906667"
"4.99","130","3.906667"
"4.99","130","3.906667"
"5.99","130","3.906667"
"5.99","130","3.906667"
"6.99","130","3.906667"
"5.99","130","3.906667"
"4.99","130","3.906667"
"6.99","133","3.656667"
"3.99","133","3.656667"
"7.99","133","3.656667"
"6.99","133","3.656667"
"6.99","133","3.656667"
"4.99","133","3.656667"
"3.99","133","3.656667"
"6.99","133","3.656667"
"4.99","133","3.656667"
"4.99","133","3.656667"
"6.99","133","3.656667"
"6.99","134","4.120435"
"4.99","134","4.120435"
"9.99","134","4.120435"
"5.99","134","4.120435"
"4.99","134","4.120435"
"4.99","134","4.120435"
"6.99","134","4.120435"
"4.99","134","4.120435"
"4.99","134","4.120435"
"7.99","134","4.120435"
"7.99","138","3.254706"
"4.99","138","3.254706"
"4.99","138","3.254706"
"3.99","138","3.254706"
"3.99","138","3.254706"
"9.99","138","3.254706"
"4.99","138","3.254706"
"3.99","138","3.254706"
"5.99","138","3.254706"
"4.99","138","3.254706"
"4.99","138","3.254706"
"4.99","138","3.254706"
"4.99","138","3.254706"
"7.99","139","4.212222"
"7.99","139","4.212222"
"6.99","139","4.212222"
"6.99","139","4.212222"
"6.99","139","4.212222"
"5.99","139","4.212222"
"4.99","139","4.212222"
"6.99","139","4.212222"
"5.99","139","4.212222"
"9.99","139","4.212222"
"4.99","140","4.656667"
"6.99","140","4.656667"
"4.99","140","4.656667"
"9.99","140","4.656667"
"4.99","140","4.656667"
"4.99","140","4.656667"
"6.99","140","4.656667"
"4.99","140","4.656667"
"4.99","140","4.656667"
"10.99","140","4.656667"
"7.99","141","4.083750"
"7.99","141","4.083750"
"4.99","141","4.083750"
"5.99","141","4.083750"
"4.99","141","4.083750"
"4.99","141","4.083750"
"7.99","141","4.083750"
"4.99","141","4.083750"
"4.99","141","4.083750"
